CO_IES|NO_IES|SGL_IES|CO_MANTENEDORA|NO_MANTENEDORA|CO_CATEGORIA_ADMINISTRATIVA|DS_CATEGORIA_ADMINISTRATIVA|CO_ORGANIZACAO_ACADEMICA|DS_ORGANIZACAO_ACADEMICA|CO_MUNICIPIO_IES|NO_MUNICIPIO_IES|CO_UF_IES|SGL_UF_IES|NO_REGIAO_IES|IN_CAPITAL_IES|QT_TEC_TOTAL|QT_TEC_FUND_INCOMP_FEM|QT_TEC_FUND_INCOMP_MASC|QT_TEC_FUND_COMP_FEM|QT_TEC_FUND_COMP_MASC|QT_TEC_MEDIO_FEM|QT_TEC_MEDIO_MASC|QT_TEC_SUPERIOR_FEM|QT_TEC_SUPERIOR_MASC|QT_TEC_ESPECIALIZACAO_FEM|QT_TEC_ESPECIALIZACAO_MASC|QT_TEC_MESTRADO_FEM|QT_TEC_MESTRADO_MASC|QT_TEC_DOUTORADO_FEM|QT_TEC_DOUTORADO_MASC|IN_ACESSO_PORTAL_CAPES|IN_ACESSO_OUTRAS_BASES|IN_REPOSITORIO_INSTITUCIONAL|IN_BUSCA_INTEGRADA|IN_SERVICO_INTERNET|IN_PARTICIPA_REDE_SOCIAL|IN_CATALOGO_ONLINE|QT_PERIODICO_ELETRONICO|QT_LIVRO_ELETRONICO|IN_REFERENTE|VL_RECEITA_PROPRIA|VL_TRANSFERENCIA|VL_OUTRA_RECEITA|VL_DES_PESSOAL_REM_DOCENTE|VL_DES_PESSOAL_REM_TECNICO|VL_DES_PESSOAL_ENCARGO|VL_DES_CUSTEIO|VL_DES_INVESTIMENTO|VL_DES_PESQUISA|VL_DES_OUTRAS
1384|FACULDADE SANTA HELENA|FSH|917|ASSOCIACAO SECULO XXI DE EDUCACAO CIENCIA E CULTURA|5|Privada sem fins lucrativos|3|Faculdade|2611606|Recife|26|PE|Nordeste|1|44|3|0|0|2|14|16|5|1|2|1|0|0|0|0|0|1|0|1|1|1|1|150|1574|2|4933796.29|0.00|0.00|981652.00|735130.00|638520.00|0.00|0.00|0.00|1617000.00
1385|FACULDADES INTEGRADAS IPEP|FIPEP|766|INSTITUTO PAULISTA DE ENSINO E PESQUISA-IPEP|5|Privada sem fins lucrativos|3|Faculdade|3550308|São Paulo|35|SP|Sudeste|1|131|4|3|0|3|20|3|17|40|10|15|5|8|1|2|1|1|1|1|1|1|1|149|3560|2|2628351.45|0.00|193436.12|565649.21|150257.60|338736.24|680729.08|0.00|119916.42|54055.32
1386|FACULDADE ESAMC CAMPINAS|ESAMC|918|CENTRO DE ESTUDOS DE ADMINISTRACAO E MARKETING CEAM LTDA|4|Privada com fins lucrativos|3|Faculdade|3509502|Campinas|35|SP|Sudeste|0|95|0|0|0|0|9|2|38|33|5|5|2|1|0|0|0|0|0|0|1|0|1|0|0|2|17501048.92|0.00|2547468.41|6178838.58|1308885.65|3832405.47|7931845.87|780000.00|195000.00|0.00
1387|FACULDADE PENTÁGONO - FAPEN|FAPEN|919|INSTITUTO OCTOGONO DE ENSINO SUPERIOR SS LTDA - ME|4|Privada com fins lucrativos|3|Faculdade|3547809|Santo André|35|SP|Sudeste|0|19|0|0|0|3|8|1|0|0|3|1|0|2|0|1|0|1|0|0|1|1|0|240|0|2|356767.54|360000.00|0.00|231442.65|180393.38|58341.86|245989.60|0.00|0.00|0.00
1388|FACULDADE SUMARÉ|ISES|920|INSTITUTO SUMARE DE EDUCACAO SUPERIOR ISES LTDA|4|Privada com fins lucrativos|3|Faculdade|3550308|São Paulo|35|SP|Sudeste|1|444|13|5|14|7|132|111|45|44|18|15|17|14|7|2|0|0|0|0|0|0|0|0|0|1|67269399.47|0.00|2084741.80|11217416.05|10057069.27|12728808.22|7064105.60|387492.78|894677.56|8639982.19
1394|FACULDADE CASTRO ALVES|FCA|15571|CENTRO UNIVERSITARIO DA BAHIA LTDA|4|Privada com fins lucrativos|3|Faculdade|2927408|Salvador|29|BA|Nordeste|1|14|1|2|0|0|3|3|2|1|2|0|0|0|0|0|0|0|0|1|1|1|1|215|0|1|8342673.00|0.00|0.00|2013781.00|838167.00|1102843.00|749841.00|939617.00|204704.00|1381248.00
1395|FACULDADE DE CALDAS NOVAS|UNICALDAS|923|SOCIEDADE DE ENSINO DE CALDAS NOVAS LTDA - ME|4|Privada com fins lucrativos|3|Faculdade|5204508|Caldas Novas|52|GO|Centro-Oeste|0|13|0|0|0|0|6|3|1|1|2|0|0|0|0|0|1|1|1|1|1|1|1|0|801|1|6286220.94|0.00|544378.12|1501177.30|228640.74|228904.79|90498.58|130265.44|19771.67|22461.56
1396|Centro Universitário Dinâmica das Cataratas|UDC|924|UNIAO DINAMICA DE FACULDADES CATARATAS UDC LTDA|4|Privada com fins lucrativos|2|Centro Universitário|4108304|Foz do Iguaçu|41|PR|Sul|0|107|2|0|14|9|19|22|20|7|8|4|1|1|0|0|1|1|1|1|1|1|1|111|5340|2|40558082.31|0.00|1010852.42|9356297.08|4009841.61|4611997.87|3334065.94|5452482.04|305506.00|1523472.52
1399|FACULDADE UNISSA DE SARANDI||926|INSTITUICAO CULTURAL EDUCACIONAL DE SARANDI|5|Privada sem fins lucrativos|3|Faculdade|4126256|Sarandi|41|PR|Sul|0|10|2|3|0|0|0|0|0|0|3|2|0|0|0|0|1|1|0|1|1|1|1|5828|5828|1|83051.30|0.00|0.00|191064.22|81884.67|70605.45|105240.05|8467.59|7257.93|0.00
1400|FACULDADE DA INDÚSTRIA SÃO JOSÉ DOS PINHAIS|FAIND/SJP|16065|INSTITUTO EUVALDO LODI NUCLEO REGIONAL DO PARANA|4|Privada com fins lucrativos|3|Faculdade|4125506|São José dos Pinhais|41|PR|Sul|0|37|0|0|0|2|9|4|7|4|10|1|0|0|0|0|0|1|0|0|1|0|1|0|6|1|21946268.95|200201.21|568746.55|3504639.37|3648972.99|7006710.69|6240426.21|620334.09|0.00|271792.16
1401|FACULDADE ADELMAR ROSADO|FAR|928|SOCIEDADE PIAUIENSE DE EDUCACAO,CIENCIAS E TECNOLOGIA LTDA - ME|4|Privada com fins lucrativos|3|Faculdade|2211001|Teresina|22|PI|Nordeste|1|21|1|4|0|3|4|2|2|1|2|1|0|0|1|0|0|0|0|1|0|0|0|0|6000|1|2407417.60|0.00|0.00|775639.26|317483.47|105084.32|0.00|0.00|0.00|82205.32
1402|INSTITUTO DE CIÊNCIAS SOCIAIS E HUMANAS|ICSH|929|CENTRO DE ENSINO SUPERIOR DO BRASIL|5|Privada sem fins lucrativos|3|Faculdade|5221858|Valparaíso de Goiás|52|GO|Centro-Oeste|0|8|0|0|1|0|2|1|1|0|2|1|0|0|0|0|0|1|1|1|0|1|0|0|0|1|634324.00|0.00|0.00|260063.21|205746.70|124382.00|121130.37|0.00|0.00|0.00
1403|FACULDADE DE PIMENTA BUENO|FAP|930|SOCIEDADE PIMENTENSE DE EDUCACAO E CULTURA LTDA|4|Privada com fins lucrativos|3|Faculdade|1100189|Pimenta Bueno|11|RO|Norte|0|82|0|0|1|1|12|2|8|1|29|9|10|7|0|2|1|1|0|1|1|1|1|189|0|2|5709514.50|0.00|0.00|1360316.76|732478.25|658680.07|816183.25|365787.08|0.00|867321.71
1404|FACULDADE DE PIRACANJUBA|FAP|931|CENTRO DE ENSINO SUPERIOR DE PIRACANJUBA EIRELI|4|Privada com fins lucrativos|3|Faculdade|5217104|Piracanjuba|52|GO|Centro-Oeste|0|11|0|0|1|1|0|1|2|4|2|0|0|0|0|0|0|0|0|0|1|1|0|15|0|1|876000.00|1500000.00|300000.00|32000.00|13000.00|6500.00|50000.00|1000000.00|20000.00|50000.00
1409|FACULDADE DO CENTRO LESTE|UCL|932|U.C.L. - ASSOCIACAO DE ENSINO SUPERIOR UNIFICADO DO CENTRO LESTE|5|Privada sem fins lucrativos|3|Faculdade|3205002|Serra|32|ES|Sudeste|0|66|1|1|2|0|18|11|7|7|2|4|1|9|2|1|1|1|1|1|1|0|1|159|554|1|16957239.04|0.00|740513.67|4292554.99|2323566.18|5324068.87|3373362.69|310373.06|170211.30|1454190.16
1410|ÁREA1 - FACULDADE DE CIÊNCIA E TECNOLOGIA|ÁREA1|934|CBES - CENTRO BAIANO DE ENSINO SUPERIOR LTDA|4|Privada com fins lucrativos|3|Faculdade|2927408|Salvador|29|BA|Nordeste|1|211|0|1|3|11|71|67|27|20|2|5|1|0|2|1|0|1|0|1|1|1|1|30000|0|2|29456311.69|0.00|516246.05|4921446.85|4355106.10|5990703.28|11944878.24|1492039.54|0.00|663203.17
1411|FACULDADE DOIS DE JULHO|F2J|935|FUNDACAO DOIS DE JULHO|5|Privada sem fins lucrativos|3|Faculdade|2927408|Salvador|29|BA|Nordeste|1|93|1|2|4|11|26|13|25|11|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|2|5126976.34|398251.44|580501.02|1033990.89|1883699.46|1752781.52|952694.30|60257.05|0.00|422305.58
1412|FACULDADE ANHANGUERA DE JUNDIAÍ||2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3525904|Jundiaí|35|SP|Sudeste|0|55|0|0|0|0|19|22|7|6|1|0|0|0|0|0|0|1|0|0|1|0|1|258360|6544|1|2000117063.22|0.00|209094359.16|307760280.52|176659143.48|290584271.13|445411000.82|136566175.50|17550401.46|379828565.54
1413|FACULDADE DE PRIMAVERA|CESPRI|937|CENTRO DE ENSINO SUPERIOR DE PRIMAVERA -CESPRI|5|Privada sem fins lucrativos|3|Faculdade|3544251|Rosana|35|SP|Sudeste|0|10|1|0|2|0|1|0|2|0|1|0|2|1|0|0|0|0|0|0|0|0|0|8|100|1|952870.60|0.00|0.00|291455.93|185440.86|204411.86|0.00|0.00|0.00|793397.66
1414|FACULDADE SÃO LUCAS|FSL|938|CENTRO DE ENSINO SAO LUCAS LTDA|4|Privada com fins lucrativos|3|Faculdade|1100205|Porto Velho|11|RO|Norte|1|267|15|6|12|10|58|52|53|16|31|2|3|6|1|2|0|1|1|1|1|0|1|1475|6802|2|74393952.10|0.00|0.00|20292628.00|9674302.42|9119073.69|10468344.81|1104990.15|0.00|3106930.51
1417|FACULDADE CNEC CAMPO LARGO||407|CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE|5|Privada sem fins lucrativos|3|Faculdade|4104204|Campo Largo|41|PR|Sul|0|25|4|2|6|1|5|0|1|0|3|0|2|1|0|0|0|0|1|1|1|0|1|0|0|1|502325998.05|2320036.33|42986110.04|191494297.52|83329607.73|9087992.64|31299517.86|4052367.97|0.00|72032429.13
1418|CENTRO UNIVERSITÁRIO TOLEDO|UNITOLEDO|85|SOCIEDADE DE ENSINO SUPERIOR TOLEDO LTDA.|4|Privada com fins lucrativos|2|Centro Universitário|3502804|Araçatuba|35|SP|Sudeste|0|121|5|1|7|6|24|25|16|19|10|5|2|1|0|0|1|0|0|0|1|0|1|44|0|1|28092742.56|0.00|4666925.03|6729473.48|3159847.93|6567018.81|6334837.17|3606403.61|658476.00|2825366.51
1419|CENTRO UNIVERSITÁRIO CURITIBA|UNICURITIBA|325|ADMINISTRADORA EDUCACIONAL NOVO ATENEU S/S LTDA|4|Privada com fins lucrativos|2|Centro Universitário|4106902|Curitiba|41|PR|Sul|1|345|28|5|19|17|86|77|45|24|22|14|3|3|0|2|1|1|1|1|1|1|1|15|12|1|80675927.42|0.00|859265.01|20225614.63|11361454.37|11864180.71|0.00|234210.22|412613.22|23429055.35
1420|FACULDADES DE DRACENA||343|FUNDACAO DRACENENSE DE EDUCACAO E CULTURA|5|Privada sem fins lucrativos|3|Faculdade|3514403|Dracena|35|SP|Sudeste|0|96|1|1|1|0|35|16|27|14|0|0|1|0|0|0|1|1|1|1|1|1|0|0|0|2|4927553.56|0.00|216424.60|1966454.25|1201303.69|480583.42|63766.90|145580.21|0.00|0.00
1422|CENTRO UNIVERSITÁRIO DO NORTE|UNINORTE|656|SOCIEDADE DE DESENVOLVIMENTO CULTURAL DO AMAZONAS S.A. - SODECAM|4|Privada com fins lucrativos|2|Centro Universitário|1302603|Manaus|13|AM|Norte|1|796|15|16|10|10|260|188|111|48|98|21|9|7|0|3|0|1|0|1|1|0|1|4850|637|2|219113977.00|0.00|0.00|46164082.00|32220452.00|25307928.00|55554977.00|14075778.00|1015480.00|17510609.00
1423|FACULDADE IDEAL|FACI|941|SOCIEDADE EDUCACIONAL IDEAL LTDA|4|Privada com fins lucrativos|3|Faculdade|1501402|Belém|15|PA|Norte|1|115|1|2|0|3|31|39|23|10|5|1|0|0|0|0|0|0|0|0|1|0|1|10|6|2|24815584.00|0.00|386402.00|6858272.00|2925174.00|5052928.00|6735709.00|0.00|134005.00|1467099.00
1425|FACULDADE EVOLUTIVO|FACE|3382|ORGANIZACAO EDUCACIONAL REGINA JUSTA LTDA|4|Privada com fins lucrativos|3|Faculdade|2304400|Fortaleza|23|CE|Nordeste|1|8|1|1|0|0|2|1|2|0|1|0|0|0|0|0|1|1|1|1|1|1|1|3|1500|1|1900000.00|0.00|0.00|180000.00|120000.00|96000.00|0.00|0.00|50000.00|480000.00
1426|INSTITUTO LUTERANO DE ENSINO SUPERIOR DE ITUMBIARA|ILES|314|ASSOCIACAO EDUCACIONAL LUTERANA DO BRASIL - AELBRA|5|Privada sem fins lucrativos|3|Faculdade|5211503|Itumbiara|52|GO|Centro-Oeste|0|97|10|4|8|5|26|15|16|4|4|2|3|0|0|0|1|1|0|1|1|0|1|399|3275|1|628907648.00|0.00|31205882.67|201022820.00|66784795.80|66669125.80|139897582.85|2393352.09|8796600.00|85556869.64
1427|FACULDADE DA SERRA GAÚCHA|FSG|943|SOCIEDADE EDUCACIONAL SANTA RITA LTDA|4|Privada com fins lucrativos|3|Faculdade|4305108|Caxias do Sul|43|RS|Sul|0|149|0|0|4|2|81|23|22|7|5|3|0|1|0|1|0|1|1|1|1|0|1|418|3621|2|71921116.42|0.00|1776750.95|17714490.06|3955591.48|8296758.44|18050426.70|1658949.78|0.00|0.00
1428|INSTITUTO DE ENSINO SUPERIOR PLANALTO|IESPLAN|741|CENTRO DE ESTUDOS SUPERIORES PLANALTO LTDA - ME|4|Privada com fins lucrativos|3|Faculdade|5300108|Brasília|53|DF|Centro-Oeste|1|25|3|1|0|2|6|7|3|2|1|0|0|0|0|0|0|0|0|1|1|0|1|0|0|1|6471063.38|0.00|76882.43|2581200.23|890520.63|1126246.67|486512.37|533657.58|70000.00|546753.47
1429|FACULDADE BATISTA DO RIO DE JANEIRO|FABAT|944|SEMINARIO TEOLOGICO BATISTA DO SUL DO BRASIL|5|Privada sem fins lucrativos|3|Faculdade|3304557|Rio de Janeiro|33|RJ|Sudeste|1|14|1|1|0|0|4|2|3|1|0|0|0|1|1|0|0|1|1|1|1|1|0|0|30000|1|2810316.07|0.00|902635.46|933610.42|329720.01|1169877.40|530435.90|0.00|0.00|903856.41
1430|FACULDADE INGÁ||945|UNINGA - UNIDADE DE ENSINO SUPERIOR INGA LTDA|5|Privada sem fins lucrativos|3|Faculdade|4115200|Maringá|41|PR|Sul|0|173|0|1|20|9|56|31|30|18|4|2|1|0|0|1|1|1|1|1|1|0|1|18000|50|1|70569491.72|0.00|1028139.41|24836205.25|6421962.14|8119907.95|12848266.79|5309902.18|0.00|9591595.58
1432|FACULDADE BERTIOGA|FABE|3034|ACEB ASSOCIACAO CULTURAL E EDUCACIONAL DE BERTIOGA|5|Privada sem fins lucrativos|3|Faculdade|3506359|Bertioga|35|SP|Sudeste|0|12|0|0|1|0|5|1|2|2|1|0|0|0|0|0|0|1|1|1|1|0|1|15|2032|2|2269254.00|0.00|130752.70|509440.91|339815.65|541766.59|495658.64|0.00|0.00|163430.51
1433|FACULDADE ORÍGENES LESSA|FACOL|947|ASSOCIACAO LENCOENSE DE EDUCACAO E CULTURA|5|Privada sem fins lucrativos|3|Faculdade|3526803|Lençóis Paulista|35|SP|Sudeste|0|23|0|0|0|0|4|1|8|7|0|0|1|1|0|1|1|0|0|1|1|0|0|220|4000|1|6074401.42|0.00|263496.79|1339282.50|638977.83|1579699.66|1803894.91|228745.81|0.00|115543.42
1434|INSTITUTO DE ENSINO SUPERIOR DE ITAPIRA|IESI|948|CENTRO DE ESTUDOS SUPERIORES DE CAMPINAS|5|Privada sem fins lucrativos|3|Faculdade|3522604|Itapira|35|SP|Sudeste|0|45|1|0|2|0|22|7|12|1|0|0|0|0|0|0|1|0|1|1|1|1|1|536|0|1|5353905.47|0.00|42055.33|2128599.49|950596.41|1194105.75|3624196.17|150209.72|0.00|0.00
1436|ESCOLA SUPERIOR BATISTA DO AMAZONAS|ESBAM|949|E. DE L. E LIMA & CIA LTDA - ME|4|Privada com fins lucrativos|3|Faculdade|1302603|Manaus|13|AM|Norte|1|80|0|0|13|10|13|11|16|7|7|1|2|0|0|0|0|1|0|1|1|1|1|250|0|1|23444165.12|0.00|18710.50|4786426.62|1914570.65|2077309.15|0.00|950003.42|27597.33|11512002.35
1437|ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE RIO CLARO|ESRC|471|ASSOCIACAO DE ESCOLAS REUNIDAS LTDA.|4|Privada com fins lucrativos|3|Faculdade|3543907|Rio Claro|35|SP|Sudeste|0|16|0|0|1|2|3|1|3|2|3|0|0|0|0|1|1|1|1|1|1|0|1|287|0|1|38470295.93|0.00|279600.42|11596556.98|3828489.78|6461940.15|0.00|1870929.40|1802589.85|10491290.83
1438|FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS|FACAMP|950|PROMOCAO DO ENSINO DE QUALIDADE S/A|4|Privada com fins lucrativos|3|Faculdade|3509502|Campinas|35|SP|Sudeste|0|148|11|21|7|9|22|19|37|20|1|1|0|0|0|0|0|1|1|0|1|0|1|50|6948|1|52003848.12|0.00|281674.25|13270789.87|3250375.83|14203179.05|7886552.45|712621.17|0.00|6582696.78
1439|FACULDADE DE CIÊNCIAS ECONÔMICAS|FACAMP|950|PROMOCAO DO ENSINO DE QUALIDADE S/A|4|Privada com fins lucrativos|3|Faculdade|3509502|Campinas|35|SP|Sudeste|0|148|11|21|7|9|22|19|37|20|1|1|0|0|0|0|0|1|1|0|1|0|1|50|6948|1|52003848.12|0.00|281674.25|13270789.87|3250375.83|14203179.05|7886552.45|712621.17|0.00|6582696.78
1440|INSTITUTO APHONSIANO DE ENSINO SUPERIOR|IAESUP|951|ASSOCIACAO TRINDADENSE DE EDUCACAO E CULTURA (ASTEC) - EPP|4|Privada com fins lucrativos|3|Faculdade|5221403|Trindade|52|GO|Centro-Oeste|0|42|7|6|5|3|4|2|6|2|1|4|2|0|0|0|1|1|1|1|1|1|1|31|288|1|3152957.05|650980.53|0.00|1652218.49|78270.00|764074.02|0.00|0.00|0.00|249336.40
1441|FACULDADE DE TECNOLOGIA DO PIAUÍ|FATEPI|952|GRUPO MAGISTER DE ENSINO SUPERIOR LTDA - EPP|4|Privada com fins lucrativos|3|Faculdade|2211001|Teresina|22|PI|Nordeste|1|34|1|1|3|1|5|8|6|6|1|1|0|1|0|0|1|1|1|1|1|1|1|246|0|2|4267607.35|0.00|0.00|1082695.40|776895.98|575484.79|167177.16|465000.34|75173.68|117836.19
1442|FACULDADE DE DIREITO DE TANGARÁ DA SERRA||15801|UNIC EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|5107958|Tangará da Serra|51|MT|Centro-Oeste|0|61|4|2|4|3|16|14|4|1|9|4|0|0|0|0|0|1|0|0|1|0|1|258360|6544|1|243326566.66|0.00|5878163.02|32696404.08|8039125.66|23769624.84|24634325.41|12057438.71|992137.16|20417307.65
1443|FACULDADE NACIONAL|FINAC|954|COLEGIO NACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3205309|Vitória|32|ES|Sudeste|1|12|0|0|0|0|0|2|5|0|0|0|4|0|0|1|1|1|1|1|1|1|1|650|850|1|2464963.63|0.00|0.00|1300393.29|270747.58|114882.89|695393.87|0.00|33898.00|49648.00
1444|FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA|FIEL|699|ASSOCIACAO LIMEIRENSE DE EDUCACAO E CULTURA|5|Privada sem fins lucrativos|3|Faculdade|3526902|Limeira|35|SP|Sudeste|0|40|1|1|3|0|14|2|9|7|0|1|1|1|0|0|0|0|1|1|1|0|1|0|1750|1|21869831.09|0.00|439378.49|5007175.86|324405.20|3161252.70|2176128.89|0.00|0.00|3980811.02
1445|CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA|CEUN-IMT|168|INSTITUTO MAUA DE TECNOLOGIA IMT|5|Privada sem fins lucrativos|2|Centro Universitário|3548807|São Caetano do Sul|35|SP|Sudeste|0|302|4|3|6|5|48|84|59|73|5|5|0|5|1|4|1|1|1|0|1|0|1|2851|0|1|119751045.41|0.00|28823731.78|25805914.42|16178983.59|26859558.27|38794680.24|5349884.93|154261.28|4043385.84
1446|CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN|UNIPLAN|519|ASSOCIACAO OBJETIVO DE ENSINO SUPERIOR - ASSOBES|5|Privada sem fins lucrativos|2|Centro Universitário|5300108|Brasília|53|DF|Centro-Oeste|1|2|0|0|0|0|0|0|1|1|0|0|0|0|0|0|1|1|1|1|1|0|1|430|9159|1|120600008.53|0.00|43833560.84|34575828.31|19625326.46|18440989.97|51400060.89|12307551.54|0.00|0.00
1449|FACULDADE DE EDUCAÇÃO, ADMINISTRAÇÃO E TECNOLOGIA DE IBAITI|FEATI|956|ASSOCIACAO DE ENSINO SUPERIOR DE IBAITI - AESI|5|Privada sem fins lucrativos|3|Faculdade|4109708|Ibaiti|41|PR|Sul|0|27|4|2|1|1|2|5|2|0|5|1|3|1|0|0|1|1|0|1|1|1|1|100|3528|1|4397303.14|0.00|0.00|1042937.97|446973.42|529429.11|209661.09|16869.28|14459.39|1384.68
1450|CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO|UNICERP|255|FUNDACAO COMUNITARIA EDUCACIONAL E CULTURAL PATROCINIO|5|Privada sem fins lucrativos|2|Centro Universitário|3148103|Patrocínio|31|MG|Sudeste|0|134|5|3|14|8|15|27|22|8|20|8|1|2|0|1|0|1|1|0|1|1|1|0|35226|2|22923927.01|0.00|217320.38|7411989.68|3234296.07|4207015.78|6311151.48|2110645.86|44214.62|36403.56
1452|FACULDADE PITÁGORAS DO MARANHÃO||958|CENTRO DE ENSINO ATENAS MARANHENSE LTDA|4|Privada com fins lucrativos|3|Faculdade|2111300|São Luís|21|MA|Nordeste|1|127|0|0|0|0|11|12|26|26|22|23|4|3|0|0|0|1|0|0|1|1|1|258360|6544|1|64838914.70|0.00|1552750.77|7689155.25|2101380.79|4925837.00|8381898.38|13581338.23|0.00|5567056.08
1453|FACULDADE DO NORTE DO PARANÁ|FACNORTE|969|EDUCACIONAL ACADEMICO LTDA - ME|4|Privada com fins lucrativos|3|Faculdade|4126256|Sarandi|41|PR|Sul|0|46|0|0|1|2|3|0|2|2|6|5|11|6|2|6|0|0|0|1|1|1|1|100|200|1|705600.72|0.00|0.00|200099.99|9009.99|3000.00|20009.99|40000.00|7004.44|90000.00
1454|FACULDADE SALESIANA DO NORDESTE|FASNE|968|COLEGIO SALESIANO SAGRADO CORACAO|5|Privada sem fins lucrativos|3|Faculdade|2611606|Recife|26|PE|Nordeste|1|21|1|3|1|1|2|7|3|0|3|0|0|0|0|0|0|0|0|1|1|1|0|76|0|2|3629156.65|0.00|1319634.21|2889683.51|541571.89|322005.44|1140738.07|40300.38|0.00|147171.81
1455|FACULDADE SANTÍSSIMO SACRAMENTO|FSSS|967|ASSOCIACAO EDUCATIVA E CULTURAL MARIA EMILIA|5|Privada sem fins lucrativos|3|Faculdade|2900702|Alagoinhas|29|BA|Nordeste|0|51|0|0|6|4|16|8|5|0|9|2|0|1|0|0|0|1|0|1|1|1|1|215|0|2|6817519.55|0.00|0.00|4164609.26|955102.52|1443402.29|0.00|0.00|0.00|0.00
1456|FACULDADE ANHANGUERA DE SERTÃOZINHO|FASERT|2600|ANHANGUERA EDUCACIONAL LTDA|4|Privada com fins lucrativos|3|Faculdade|3551702|Sertãozinho|35|SP|Sudeste|0|24|0|0|0|0|3|3|8|2|2|3|2|1|0|0|0|1|0|0|1|0|1|258360|6544|1|2000117063.22|0.00|209094359.16|307760280.52|176659143.48|290584271.13|445411000.82|136566175.50|17550401.46|379828565.54
1457|Faculdade Estácio Euro- Panamericana de Humanidades e Tecnologias - Estácio EUROPAN|ESTÁCIO EUROPAN|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|Privada com fins lucrativos|3|Faculdade|3513009|Cotia|35|SP|Sudeste|0|18|0|0|0|6|5|0|2|2|0|1|2|0|0|0|1|1|0|1|1|1|1|35000|2600|1|1202140826.13|0.00|142854771.79|153329048.95|55655791.67|65668367.83|169381684.34|0.00|0.00|133649988.41
1459|FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS|FUCAMP|964|FUNDACAO CARMELITANA MARIO PALMERIO|5|Privada sem fins lucrativos|3|Faculdade|3143104|Monte Carmelo|31|MG|Sudeste|0|60|3|10|3|1|3|4|5|4|22|4|0|1|0|0|0|0|1|1|1|0|1|0|0|1|8035829.38|0.00|233052.01|2834267.72|846599.45|1255006.24|1863093.24|0.00|0.00|186908.19
1461|FACULDADE DE TECNOLOGIA E CIÊNCIAS|FTC SALVADOR|1564|INSTITUTO MANTENEDOR DE ENSINO SUPERIOR DA BAHIA LTDA - ME|4|Privada com fins lucrativos|3|Faculdade|2927408|Salvador|29|BA|Nordeste|1|258|11|17|9|8|76|69|32|24|8|2|1|1|0|0|0|1|0|1|1|1|1|1453|7072|2|77704018.55|0.00|197345.07|16365621.79|4641895.22|14240593.49|16844828.40|1717804.11|0.00|2828267.07
1462|INSTITUTO PARAIBANO DE ENSINO RENOVADO|INPER|588|ASSOCIACAO PARAIBANA DE ENSINO RENOVADO-ASPER|5|Privada sem fins lucrativos|3|Faculdade|2507507|João Pessoa|25|PB|Nordeste|1|33|0|0|3|4|10|10|5|0|1|0|0|0|0|0|1|1|0|1|1|1|1|214|9159|1|13605430.00|0.00|529119.21|3927793.43|2529041.38|2148297.97|13494887.21|676817.84|0.00|0.00
1463|FACULDADE ALFACASTELO|FCGB|961|CENTRO DE ENSINO SUPERIOR DE BARUERI|5|Privada sem fins lucrativos|3|Faculdade|3505708|Barueri|35|SP|Sudeste|0|20|1|1|2|1|8|3|3|0|0|1|0|0|0|0|0|0|0|1|1|1|1|163|3528|1|1424214.00|0.00|0.00|498605.81|213688.21|305323.49|579908.23|46659.28|39993.67|0.00
1465|FACULDADE DE RIBEIRÃO PRETO|AFARP|959|ASSSOCIACAO FACULDADE DE RIBEIRAO PRETO S/S LTDA.|4|Privada com fins lucrativos|3|Faculdade|3543402|Ribeirão Preto|35|SP|Sudeste|0|54|0|0|11|6|7|3|18|6|2|1|0|0|0|0|1|0|0|1|1|0|1|167|3528|1|32984320.73|0.00|0.00|2627219.53|1125951.23|1855735.17|1230478.24|99004.00|84860.57|0.00
1467|FACULDADE CENECISTA DE VILA VELHA|FACEVV|407|CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE|5|Privada sem fins lucrativos|3|Faculdade|3205200|Vila Velha|32|ES|Sudeste|0|11|2|1|0|1|2|0|2|1|1|1|0|0|0|0|1|0|0|1|1|1|1|0|0|1|502325998.05|2320036.33|42986110.04|191494297.52|83329607.73|9087992.64|31299517.86|4052367.97|0.00|72032429.13
